Id,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount,AcceptedAnswerId
"82251","2020-09-26 08:27:52","1","1489","<tensorflow>","0","",""
"82255","2020-09-26 10:20:38","1","15","<neural-network><time-series><regression><data><sequence>","0","",""
"82257","2020-09-26 12:04:20","1","40","<machine-learning><deep-learning><time-series><regression>","0","",""
"82258","2020-09-26 12:13:04","-2","16","<numpy>","1","","82262"
"82275","2020-09-26 19:02:55","2","57","<pac-learning>","1","",""
"82277","2020-09-26 20:38:42","-1","54","<neural-network><classification><data><embeddings>","1","","82278"
"82285","2020-09-27 05:43:50","0","116","<python><neural-network><tensorflow><regression>","1","","82296"
"82289","2020-09-27 10:03:27","-2","29","<machine-learning><classification><multilabel-classification>","1","",""
"82299","2020-09-27 12:57:52","0","98","<machine-learning><regression><random-forest><prediction>","1","",""
"82301","2020-09-27 14:12:06","4","505","<machine-learning><cross-validation><unsupervised-learning><overfitting><outlier>","1","2","82304"
"82307","2020-09-27 20:22:53","-1","85","<machine-learning><prediction><supervised-learning>","1","",""
"82313","2020-09-28 08:42:20","-1","94","<machine-learning><nlp><sentiment-analysis>","2","","82315"
"82314","2020-09-28 08:52:02","2","129","<python><time-series><dataset><automation>","1","","82318"
"82317","2020-09-28 09:37:11","0","45","<machine-learning>","2","",""
"82319","2020-09-28 09:46:49","0","46","<optimization><pytorch>","1","","82428"
"82321","2020-09-28 10:24:47","1","18","<r><clustering><k-means><feature-scaling>","0","",""
"82322","2020-09-28 10:29:43","1","21","<classification><nlp><named-entity-recognition>","1","","82327"
"82323","2020-09-28 10:39:51","1","24","<model-selection><active-learning>","1","",""
"82328","2020-09-28 11:12:45","2","53","<machine-learning><classification><nlp>","1","","82344"
"82332","2020-09-28 13:24:33","1","20","<machine-learning><multiclass-classification><naive-bayes-classifier><geospatial>","0","",""
"82337","2020-09-28 15:30:03","1","506","<regression><linear-regression>","2","",""
"82340","2020-09-28 17:27:32","0","266","<time-series><regression><lstm><training>","1","","82343"
"82345","2020-09-28 19:32:38","0","35","<classification><data-mining><svm><grid-search><gridsearchcv>","1","",""
"82349","2020-09-28 21:17:16","4","285","<machine-learning><python><classification><perceptron>","1","1",""
"82357","2020-09-29 11:10:04","0","89","<python><scikit-learn><cross-validation><class-imbalance>","2","","82364"
"82359","2020-09-29 13:18:42","-3","53","<predictive-modeling><prediction>","1","",""
"82360","2020-09-29 13:50:37","0","146","<python><neural-network><tensorflow><regression><dataset>","0","",""
"82368","2020-09-29 16:11:25","0","34","<machine-learning><python><keras>","0","",""
"82371","2020-09-29 18:33:36","2","444","<machine-learning><neural-network><deep-learning><sgd>","2","1",""
"82378","2020-09-29 22:56:20","2","766","<python><classification><multiclass-classification><auc><roc>","0","",""
"82380","2020-09-30 01:01:32","1","35","<machine-learning><dimensionality-reduction><variance>","1","","82385"
"82383","2020-09-30 05:18:06","1","328","<machine-learning><gradient-descent><gradient>","1","","82456"
"82386","2020-09-30 09:48:20","1","88","<nlp><word-embeddings><word2vec><similarity><cosine-distance>","0","",""
"82387","2020-09-30 11:13:37","1","101","<machine-learning><statistics><machine-learning-model><training><linear-algebra>","1","",""
"82388","2020-09-30 11:24:16","1","26","<predictive-modeling><image-classification><prediction><accuracy>","0","",""
"82389","2020-09-30 12:24:21","1","51","<neural-network><overfitting>","0","1",""
"82397","2020-09-30 15:10:41","1","413","<machine-learning><neural-network>","1","","82448"
"82404","2020-09-30 19:49:28","5","40","<boosting><adaboost>","1","1","82413"
"82405","2020-09-30 20:19:54","1","44","<rnn>","1","",""
"82407","2020-09-30 21:05:47","0","61","<python><deep-learning><classification><keras><weighted-data>","0","",""
"82408","2020-10-01 00:35:21","1","21","<machine-learning><deep-learning><keras><time-series><lstm>","0","",""
"82412","2020-10-01 01:51:14","0","30","<machine-learning><neural-network><deep-learning><classification><time-series>","0","",""
"82414","2020-10-01 02:37:32","2","72","<neural-network><rnn>","2","",""
"82416","2020-10-01 03:25:43","2","897","<rnn>","1","",""
"82417","2020-10-01 04:45:04","1","44","<machine-learning><neural-network><classification>","0","",""
"82418","2020-10-01 04:51:22","0","213","<machine-learning><predictive-modeling>","1","",""
"82424","2020-10-01 07:00:20","1","43","<k-means><supervised-learning><clustering><spectral-clustering>","0","",""
"82427","2020-10-01 09:16:54","2","1054","<neural-network><deep-learning><gradient-descent>","3","2","82430"
"82429","2020-10-01 09:42:50","1","35","<reinforcement-learning><confidence>","0","",""
"82433","2020-10-01 11:50:28","0","218","<machine-learning><python><scikit-learn><numpy>","2","",""
"82435","2020-10-01 12:31:46","6","668","<machine-learning><neural-network><deep-learning><training><overfitting>","2","1",""
"82438","2020-10-01 15:11:43","2","226","<machine-learning><text-classification>","1","","82444"
"82439","2020-10-01 15:40:42","1","329","<visualization>","3","1",""
"82440","2020-10-01 15:46:20","3","24860","<python><neural-network><keras><pandas><numpy>","4","",""
"82450","2020-10-01 21:21:31","1","18","<machine-learning><machine-learning-model><computer-vision>","0","",""
"82451","2020-10-01 21:27:52","3","470","<machine-learning><word-embeddings><transformer>","1","1",""
"82453","2020-10-01 22:22:02","1","399","<computer-vision><image-preprocessing><image-segmentation>","1","",""
"82454","2020-10-01 22:37:23","1","198","<k-means><anomaly-detection>","1","1",""
"82461","2020-10-02 07:03:43","1","17","<recommender-system>","0","",""
"82463","2020-10-02 08:30:28","2","1086","<neural-network><metric><neural>","2","","82485"
"82465","2020-10-02 10:04:49","1","108","<vae>","0","",""
"82466","2020-10-02 10:44:40","1","611","<cnn><feature-extraction><transfer-learning>","1","",""
"82469","2020-10-02 13:53:45","2","44","<machine-learning><ab-test>","0","1",""
"82472","2020-10-02 14:58:45","1","35","<machine-learning><prediction>","1","",""
"82476","2020-10-02 16:13:24","1","23","<feature-selection><xgboost><feature-engineering><predictor-importance>","1","",""
"82478","2020-10-02 16:56:25","2","58","<machine-learning><nlp><language-model><openai-gpt>","2","0","82511"
"82483","2020-10-02 18:25:51","5","108","<machine-learning><random-forest><decision-trees><xgboost><loss-function>","2","2",""
"82486","2020-10-02 20:54:49","1","454","<neural-network><siamese-networks>","2","0","82598"
"82503","2020-10-03 12:54:20","1","37","<time-series><regression><predictive-modeling><forecasting><forecast>","0","",""
"82518","2020-10-03 19:21:11","2","178","<machine-learning><confusion-matrix>","2","","82525"
"82523","2020-10-03 19:57:42","1","23","<classification><loss-function><metric>","0","",""
"82528","2020-10-03 22:44:01","1","22","<overfitting><mlp>","0","",""
"82529","2020-10-03 23:25:59","2","47","<data><data-science-model><ensemble-modeling><boosting>","0","",""
"82530","2020-10-03 23:44:10","4","69","<machine-learning>","1","","82536"
"82534","2020-10-04 08:24:47","1","19","<neural-network><autoencoder><dimensionality-reduction>","0","",""
"82539","2020-10-04 12:27:57","2","10098","<numpy>","1","","82543"
"82540","2020-10-04 13:31:25","1","54","<machine-learning><nlp><text-mining><data-science-model><text-classification>","0","",""
"82547","2020-10-04 17:04:27","1","13","<statistics><data><bigdata>","0","",""
"82553","2020-10-04 18:52:02","3","648","<deep-learning><cnn><training><computer-vision><pytorch>","2","","82874"
"82554","2020-10-04 18:54:37","0","24","<classification>","0","",""
"82555","2020-10-04 19:33:19","0","21","<nlp><regression><linear-regression>","0","",""
"82557","2020-10-04 19:57:58","1","31","<ranking><scoring><score>","0","2",""
"82558","2020-10-04 20:17:13","1","31","<python><pandas><data-analysis>","1","","82574"
"82560","2020-10-04 20:44:24","0","1252","<python><scikit-learn><random-forest><features>","1","","82571"
"82562","2020-10-05 01:10:53","1","126","<deep-learning><time-series><lstm><rnn>","1","",""
"82566","2020-10-05 01:53:11","0","495","<pca><dimensionality-reduction>","1","","82567"
"82569","2020-10-05 06:35:30","1","36","<feature-selection><feature-engineering><feature-extraction><correlation><missing-data>","1","",""
"82570","2020-10-05 06:57:26","0","82","<machine-learning><regression><linear-regression>","1","",""
"82577","2020-10-05 10:47:45","3","180","<nlp><language-model><stanford-nlp><ngrams>","1","1",""
"82582","2020-10-05 13:40:44","3","864","<random-forest><decision-trees><gradient-descent><performance>","3","","82585"
"82583","2020-10-05 13:46:02","1","116","<decision-trees><performance>","2","",""
"82588","2020-10-05 14:33:50","1","120","<machine-learning><preprocessing><normalization><feature-scaling>","1","","82631"
"82590","2020-10-05 15:06:24","1","55","<nlp><language-model><stanford-nlp><ngrams>","0","",""
"82591","2020-10-05 15:11:16","1","50","<feature-selection><feature-engineering><feature-extraction><correlation><feature-construction>","0","0",""
"82596","2020-10-05 20:05:20","1","291","<python><neural-network><pandas><pytorch>","0","",""
"82599","2020-10-05 23:57:26","-1","288","<machine-learning><confusion-matrix>","1","","82611"
"82613","2020-10-06 07:48:25","2","1029","<python><pandas><correlation><numpy><ipython>","1","",""
"82615","2020-10-06 08:49:41","3","72","<machine-learning><neural-network><keras><loss-function>","0","",""
"82622","2020-10-06 11:41:06","1","110","<machine-learning><neural-network><deep-learning>","1","",""
"82623","2020-10-06 12:44:24","2","79","<nlp><clustering><k-means><word-embeddings><word2vec>","1","","82634"
"82624","2020-10-06 13:38:48","2","899","<cnn><image-classification>","1","1",""
"82636","2020-10-06 18:11:15","0","218","<python><xgboost><lightgbm><api><catboost>","1","","82652"
"82639","2020-10-06 19:23:30","1","38","<machine-learning><classification><regression>","0","",""
"82640","2020-10-06 19:38:41","3","58","<regression>","1","2",""
"82643","2020-10-06 21:06:47","0","59","<correlation><pearsons-correlation-coefficient><spearmans-rank-correlation>","1","0",""
"82644","2020-10-06 21:15:18","0","41","<python><statistics><simulation><monte-carlo>","1","","82646"
"82648","2020-10-06 23:01:55","0","259","<python><python-3.x><arima><confidence>","0","",""
"82649","2020-10-06 23:07:36","1","28","<classification><sparse>","0","",""
"82653","2020-10-07 03:36:41","0","205","<machine-learning><deep-learning><machine-learning-model><model-selection>","1","","82659"
"82654","2020-10-07 04:20:04","1","23","<keras><tensorflow><lstm>","0","",""
"82656","2020-10-07 06:35:20","2","126","<python><keras><scikit-learn><regression><dataframe>","0","",""
"82658","2020-10-07 06:41:11","1","41","<clustering><unsupervised-learning>","0","",""
"82664","2020-10-07 09:01:01","2","46","<machine-learning><neural-network><deep-learning><classification><regression>","1","","84819"
"82665","2020-10-07 09:05:08","2","42","<neural-network><deep-learning><cnn><convolution><image-recognition>","1","",""
"82669","2020-10-07 09:52:40","2","4425","<gpu><cuda>","1","","82679"
"82670","2020-10-07 09:52:45","1","211","<pandas>","3","","82695"
"82673","2020-10-07 10:04:26","1","36","<python><explainable-ai><shap><lime>","0","",""
"82677","2020-10-07 10:21:20","1","65","<neural-network><preprocessing><mathematics>","1","","82678"
"82684","2020-10-07 12:39:01","2","298","<python><multiclass-classification><catboost>","1","",""
"82686","2020-10-07 13:02:19","0","289","<machine-learning><python><deep-learning><tensorflow><k-nn>","1","","82688"
"82687","2020-10-07 13:20:03","1","145","<python><scikit-learn><dataset><statistics><data>","0","1",""
"82689","2020-10-07 13:56:06","1","32","<deep-learning>","1","",""
"82690","2020-10-07 14:09:17","0","114","<deep-learning><data-cleaning><image-preprocessing><image>","1","","82711"
"82707","2020-10-07 20:12:29","2","29","<classification><metric><performance>","1","",""
"82712","2020-10-07 22:25:43","0","24","<visualization>","1","","82715"
"82713","2020-10-07 22:28:49","0","341","<machine-learning><deep-learning><cross-validation>","2","","84107"
"82720","2020-10-08 06:13:25","0","263","<prediction><sentiment-analysis><bert>","1","","82731"
"82721","2020-10-08 06:27:25","1","633","<neural-network><deep-learning><keras><autoencoder>","1","",""
"82723","2020-10-08 07:11:59","5","303","<machine-learning><classification>","2","1","82741"
"82727","2020-10-08 07:52:23","0","204","<clustering><anomaly-detection>","0","",""
"82728","2020-10-08 07:53:43","2","89","<machine-learning><training>","1","",""
"82729","2020-10-08 08:22:31","1","40","<python><neural-network><keras><autoencoder><gaussian>","0","",""
"82737","2020-10-08 11:43:37","2","60","<classification><statistics>","1","",""
"82742","2020-10-08 14:01:56","3","37","<machine-learning><python><classification><predictive-modeling><text-classification>","1","","82751"
"82743","2020-10-08 14:10:17","1","20007","<machine-learning><python><scikit-learn><svm>","2","","82745"
"82748","2020-10-08 18:15:52","1","113","<python><time-series><arima>","0","",""
"82753","2020-10-08 23:18:31","1","30","<nlp><r><text-mining><lda><tfidf>","0","",""
"82756","2020-10-09 03:50:46","2","210","<machine-learning><deep-learning><nlp><lstm>","0","",""
"82757","2020-10-09 04:21:21","0","33","<feature-engineering><one-hot-encoding>","1","",""
"82758","2020-10-09 04:49:47","1","140","<machine-learning><deep-learning><time-series><evaluation><forecasting>","1","",""
"82759","2020-10-09 05:10:51","1","46","<classification><feature-selection><decision-trees><multilabel-classification><expectation-maximization>","1","","84173"
"82765","2020-10-09 08:37:15","2","838","<tensorflow><nlp><colab><tokenization>","1","","82767"
"82766","2020-10-09 08:50:51","1","1129","<deep-learning><time-series><lstm><training><rnn>","1","",""
"82769","2020-10-09 10:47:00","1","90","<classification><multiclass-classification><accuracy>","1","","82791"
"82770","2020-10-09 11:01:22","0","54","<deep-learning><multiclass-classification><multilabel-classification><multitask-learning>","1","",""
"82772","2020-10-09 11:15:12","0","30","<attention-mechanism>","1","",""
"82779","2020-10-09 13:39:15","1","68","<probability><sampling><distribution>","2","3",""
"82780","2020-10-09 14:01:39","2","722","<loss-function>","2","",""
"82781","2020-10-09 14:08:36","0","827","<python><scikit-learn><linear-regression>","1","",""
"82785","2020-10-09 15:32:52","0","37","<python><scikit-learn><random-forest>","2","",""
"82793","2020-10-09 20:21:14","4","57","<visualization><xgboost><hyperparameter-tuning>","1","1","87380"
"82803","2020-10-10 00:43:57","2","89","<machine-learning><nlp><object-detection><3d-object-detection>","1","",""
"82804","2020-10-10 06:46:09","1","40","<deep-learning><classification><cnn><embeddings>","1","","82806"
"82805","2020-10-10 06:56:07","1","141","<machine-learning><data-mining><software-development>","1","","82809"
"82808","2020-10-10 07:07:12","11","8271","<machine-learning><neural-network><deep-learning><lstm><rnn>","2","8",""
"82810","2020-10-10 07:09:28","8","164","<machine-learning>","2","2",""
"82818","2020-10-10 09:49:30","3","64","<neural-network><lstm><backpropagation><rnn>","0","",""
"82820","2020-10-10 10:48:52","0","2338","<machine-learning><neural-network><keras>","1","","82821"
"82826","2020-10-10 12:43:18","0","130","<python><pandas><dataframe><matplotlib><seaborn>","1","",""
"82827","2020-10-10 12:57:12","1","107","<classification><multiclass-classification><interpretation>","1","",""
"82829","2020-10-10 13:20:38","1","1534","<machine-learning><classification>","2","1",""
"82830","2020-10-10 13:28:14","1","39","<deep-learning><numpy><ann>","2","",""
"82833","2020-10-10 15:46:16","3","132","<image-segmentation><annotation><semantic-segmentation>","1","",""
"82842","2020-10-10 20:37:24","0","66","<machine-learning><statistics><data-science-model>","1","",""
"82845","2020-10-10 22:29:21","1","32","<python><similarity><fuzzy-logic>","1","2","82873"
"82846","2020-10-10 22:37:49","1","119","<machine-learning><reinforcement-learning><q-learning>","1","","82898"
"82847","2020-10-11 00:15:25","2","21","<neural-network><deep-learning><clustering><algorithms><autoencoder>","0","",""
"82849","2020-10-11 05:31:07","3","147","<r><ggplot2>","1","","82881"
"82851","2020-10-11 05:59:23","1","3661","<machine-learning><python><scikit-learn><regression><xgboost>","2","1",""
"82854","2020-10-11 07:18:08","1","2549","<training><loss-function><gan><loss>","1","",""
"82858","2020-10-11 09:52:32","2","68","<machine-learning><python><scikit-learn><genetic-programming>","0","",""
"82859","2020-10-11 11:17:00","1","108","<machine-learning><reinforcement-learning><openai-gym>","0","0",""
"82860","2020-10-11 11:58:01","0","1126","<keras><tensorflow>","1","1",""
"82861","2020-10-11 12:16:04","3","69","<machine-learning><keras><tensorflow>","1","",""
"82863","2020-10-11 14:05:22","5","8585","<scikit-learn><pandas><predictive-modeling><training>","2","2","82870"
"82864","2020-10-11 14:17:43","2","160","<machine-learning><scikit-learn><pca>","1","","83971"
"82869","2020-10-11 15:24:14","2","76","<machine-learning><generative-models>","1","",""
"82879","2020-10-11 20:17:01","1","134","<pytorch><mnist><vae>","0","",""
"82880","2020-10-11 20:24:03","1","62","<python><neural-network><pytorch><gan><inception>","0","",""
"82883","2020-10-11 23:38:51","1","14","<machine-learning><statistics><probability><density-estimation>","0","",""
"82884","2020-10-11 23:41:30","0","101","<cnn><pytorch>","1","0","82895"
"82889","2020-10-12 00:55:06","1","160","<machine-learning><python><scikit-learn><linear-regression><training>","1","","82896"
"82899","2020-10-12 08:37:02","0","268","<python>","2","",""
"82906","2020-10-12 12:03:39","1","53","<deep-learning><optimization><gradient-descent>","1","",""
"82907","2020-10-12 12:34:02","1","449","<neural-network><loss-function><gradient-descent><backpropagation><mathematics>","0","",""
"82908","2020-10-12 13:16:08","1","315","<nlp><bert><cosine-distance><semantic-similarity>","1","",""
"82909","2020-10-12 13:18:28","1","95","<social-network-analysis><networkx>","1","",""
"82915","2020-10-12 16:12:36","0","1020","<python><pandas><dataframe><python-3.x>","1","","82919"
"82917","2020-10-12 17:18:58","2","477","<deep-learning>","1","2","82924"
"82918","2020-10-12 17:20:49","1","154","<decision-trees><xgboost><boosting><bagging>","1","","83977"
"82922","2020-10-12 19:24:56","1","243","<word-embeddings><word2vec>","2","1",""
"82923","2020-10-12 19:25:25","1","16","<nlp><data-cleaning><text-classification>","1","",""
"82925","2020-10-12 21:09:34","2","80","<anonymization>","1","","82931"
"83932","2020-10-13 05:25:43","3","317","<machine-learning><python><logistic-regression><overfitting>","1","","83933"
"83934","2020-10-13 06:29:48","3","175","<python><nlp><preprocessing><nltk><spacy>","1","",""
"83940","2020-10-13 07:06:07","3","1439","<machine-learning><scikit-learn><pandas><random-forest><categorical-data>","2","1","83942"
"83946","2020-10-13 11:37:54","0","183","<neural-network><deep-learning><tensorflow><cnn>","1","",""
"83948","2020-10-13 13:28:43","1","50","<machine-learning><word-embeddings><word2vec><graphs>","0","",""
"83951","2020-10-13 14:47:52","1","101","<preprocessing><outlier><ranking>","1","",""
"83959","2020-10-13 17:34:31","1","118","<computer-vision>","0","",""
"83961","2020-10-13 18:16:41","0","46","<machine-learning><python><accuracy><class-imbalance><confusion-matrix>","1","","83962"
"83963","2020-10-13 21:43:34","1","146","<machine-learning><svm><imbalanced-learn>","0","",""
"83970","2020-10-14 01:31:28","0","69","<machine-learning><clustering><predictive-modeling><churn><marketing>","1","",""
"83972","2020-10-14 02:15:07","0","82","<machine-learning><predictive-modeling><training><prediction><feature-scaling>","1","",""
"83975","2020-10-14 06:07:32","2","55","<regression><correlation><pearsons-correlation-coefficient>","1","1","90438"
"83978","2020-10-14 06:56:06","1","32","<machine-learning><data-mining><predictive-modeling><visualization><descriptive-statistics>","1","2","84000"
"83983","2020-10-14 09:47:00","2","358","<python><scikit-learn><feature-selection>","1","","83989"
"83984","2020-10-14 09:55:27","3","1264","<keras><word-embeddings>","1","",""
"83985","2020-10-14 10:00:09","-1","21","<mathematics>","1","",""
"83991","2020-10-14 12:17:45","2","50","<nlp><sentiment-analysis><nltk>","2","","84024"
"83992","2020-10-14 13:14:08","0","68","<machine-learning><neural-network><feature-selection><terminology><features>","1","","84003"
"83994","2020-10-14 14:01:34","1","41","<deep-learning><feature-selection><autoencoder><dimensionality-reduction>","1","1","84002"
"83999","2020-10-14 15:08:19","-1","39","<machine-learning><python><pandas>","1","","84001"
"84004","2020-10-14 16:06:33","1","18","<deep-learning><tensorflow><pytorch><federated-learning>","1","1",""
"84005","2020-10-14 16:28:57","2","24","<keras><text-classification>","0","1",""
"84007","2020-10-14 16:45:07","1","543","<machine-learning><python><xgboost><predict>","1","","84008"
"84016","2020-10-14 18:51:51","0","827","<neural-network><perceptron>","1","1","84018"
"84026","2020-10-15 00:39:21","2","24","<gan><generative-models>","1","",""
"84027","2020-10-15 02:17:54","3","180","<linear-regression>","1","","84061"
"84028","2020-10-15 02:29:39","0","1143","<python><numpy><mean>","1","","84029"
"84030","2020-10-15 05:05:40","1","13","<machine-learning><pytorch><autoencoder><sparse>","0","",""
"84031","2020-10-15 06:16:21","2","26","<classification><scikit-learn>","2","",""
"84032","2020-10-15 06:52:19","-1","98","<neural-network><tokenization>","1","",""
"84036","2020-10-15 08:17:23","0","161","<preprocessing>","2","1","84090"
"84038","2020-10-15 09:42:56","0","971","<python><tensorflow><nlp><lstm><bert>","1","","84055"
"84040","2020-10-15 09:54:28","-1","46","<machine-learning><python><lstm><prediction><forecasting>","1","",""
"84044","2020-10-15 11:43:16","3","429","<linear-regression>","2","1","84046"
"84045","2020-10-15 11:59:16","-1","47","<machine-learning><feature-selection><data-analysis>","1","","84047"
"84050","2020-10-15 12:47:45","2","103","<training><object-detection><yolo>","0","1",""
"84054","2020-10-15 13:22:10","-1","44","<cnn><image-recognition>","1","",""
"84060","2020-10-15 15:19:29","2","103","<python><deep-learning><keras><tensorflow><time-series>","1","1","84096"
"84062","2020-10-15 16:04:46","2","192","<machine-learning><neural-network>","2","","84063"
"84064","2020-10-15 19:30:32","1","64","<scikit-learn><regression><mini-batch-gradient-descent><statsmodels><poisson>","0","",""
"84065","2020-10-15 19:36:11","1","95","<random-forest><decision-trees><xgboost><boosting>","1","","84070"
"84066","2020-10-15 19:42:24","1","121","<classification><predictive-modeling><statistics><missing-data>","2","",""
"84068","2020-10-15 20:16:06","1","40","<machine-learning><classification>","0","",""
"84069","2020-10-15 20:33:11","-1","35","<neural-network><scikit-learn><feature-engineering>","1","",""
"84078","2020-10-16 04:16:48","0","604","<classification><loss-function><pytorch><one-hot-encoding>","0","",""
"84081","2020-10-16 06:49:43","1","399","<deep-learning>","1","1",""
"84085","2020-10-16 08:36:15","3","38","<machine-learning>","1","",""
"84087","2020-10-16 11:28:28","3","71","<machine-learning><lstm><recommender-system><sequence>","1","",""
"84088","2020-10-16 11:34:24","1","73","<machine-learning><gradient-descent>","1","",""
"84097","2020-10-16 13:56:40","0","31","<deep-learning><classification><multilabel-classification>","1","",""
"84110","2020-10-16 18:37:04","2","549","<python><classification><multiclass-classification><softmax>","0","",""
"84112","2020-10-16 19:09:17","2","1337","<machine-learning><classification><time-series><regression><pattern-recognition>","1","1","84114"
"84113","2020-10-16 20:09:22","1","91","<machine-learning><random-forest><confusion-matrix>","1","",""
"84119","2020-10-17 01:22:29","2","79","<rnn><supervised-learning><sequence><reference-request>","0","",""
"84120","2020-10-17 05:55:30","3","460","<clustering><similarity><metric><jaccard-coefficient>","1","","84131"
"84128","2020-10-17 11:13:00","-1","17","<machine-learning><neural-network>","1","",""
"84130","2020-10-17 12:13:46","0","80","<machine-learning><deep-learning><attention-mechanism>","1","",""
"84134","2020-10-17 15:13:38","1","163","<machine-learning><r><lstm><rnn>","0","",""
"84136","2020-10-17 15:45:01","-1","27","<machine-learning><regression>","1","","84137"
"84140","2020-10-17 16:57:56","1","37","<python><scikit-learn><preprocessing>","1","1",""
"84141","2020-10-17 18:23:34","-1","30","<accuracy><confusion-matrix>","1","","84142"
"84143","2020-10-17 18:55:59","-2","29","<machine-learning>","1","","84144"
"84149","2020-10-18 01:04:36","1","51","<neural-network><deep-learning><training><loss-function>","2","",""
"84151","2020-10-18 03:27:48","0","31","<machine-learning><python><deep-learning><keras><lstm>","1","",""
"84152","2020-10-18 04:05:04","2","126","<neural-network><classification>","4","","90955"
"84153","2020-10-18 04:14:36","-1","75","<machine-learning><image-classification><computer-vision><image-recognition>","1","","84154"
"84162","2020-10-18 07:26:42","1","23","<machine-learning><xgboost><hyperparameter-tuning>","1","",""
"84163","2020-10-18 07:45:23","0","320","<classification><random-forest><class-imbalance>","1","","84196"
"84167","2020-10-18 09:25:19","7","11725","<machine-learning><deep-learning><neural-network><gradient-descent><momentum>","3","3","84169"
"84170","2020-10-18 10:24:50","0","47","<r><text-mining><sentiment-analysis><information-extraction><document-term-matrix>","1","",""
"84172","2020-10-18 12:26:36","5","329","<machine-learning><python><scikit-learn><decision-trees><data-science-model>","2","1",""
"84179","2020-10-18 16:26:54","2","45","<python><classification><text-mining><correlation>","1","","84182"
"84180","2020-10-18 16:31:31","1","85","<machine-learning><predictive-modeling><scoring>","1","",""
"84181","2020-10-18 18:31:00","0","54","<research>","2","",""
"84187","2020-10-18 22:44:15","2","744","<machine-learning><image-classification><machine-learning-model><training>","2","","84189"
"84192","2020-10-19 01:21:19","3","243","<supervised-learning>","1","",""
"84193","2020-10-19 01:26:49","2","175","<deep-learning><normalization>","1","","84217"
"84202","2020-10-19 06:25:52","2","96","<machine-learning><classification><data-mining><xgboost><overfitting>","1","",""
"84203","2020-10-19 06:42:15","0","1736","<python><pandas><dataframe><python-3.x>","1","","84206"
"84207","2020-10-19 07:39:08","0","60","<data-science-model><accuracy><error-handling><estimators>","2","",""
"84209","2020-10-19 08:35:36","3","82","<machine-learning><predictive-modeling><bias><methodology><concept-drift>","2","1","84450"
"84213","2020-10-19 09:35:33","0","98","<python><deep-learning><keras><lstm>","0","",""
"84216","2020-10-19 10:41:38","1","125","<machine-learning><time-series><prediction><forecasting>","2","1",""
"84219","2020-10-19 11:15:28","0","149","<machine-learning><multilabel-classification><scipy><softmax><sparse>","1","",""
"84222","2020-10-19 12:22:48","1","81","<python><scikit-learn><multiclass-classification><accuracy><f1score>","1","","84223"
"84228","2020-10-19 15:47:36","2","28","<nlp><lstm><word-embeddings><word2vec><sequence-to-sequence>","1","","84248"
"84231","2020-10-19 17:01:16","2","97","<machine-learning><classification><scikit-learn><training>","1","",""
"84233","2020-10-19 17:14:28","3","65","<machine-learning><neural-network><perceptron>","1","1","84245"
"84240","2020-10-19 19:32:06","5","115","<dataset>","3","1","84348"
"84244","2020-10-19 19:59:32","2","23","<deep-learning><tensorflow><object-detection>","0","",""
"84249","2020-10-19 23:23:52","1","219","<python><scikit-learn><random-forest>","1","",""
"84253","2020-10-20 00:58:21","1","149","<lightgbm>","1","",""
"84254","2020-10-20 02:40:16","2","179","<decision-trees><overfitting>","2","",""
"84257","2020-10-20 07:50:41","0","68","<dataset><data-cleaning><data-wrangling><categorical-encoding>","1","",""
"84258","2020-10-20 08:20:25","0","240","<python><scikit-learn><tensorflow><pytorch><jupyter>","1","1","84262"
"84261","2020-10-20 08:50:44","1","55","<classification><time-series>","3","1",""
"84269","2020-10-20 12:20:10","1","97","<python><tensorflow><bert><huggingface><pruning>","0","",""
"84271","2020-10-20 13:31:31","0","73","<statistics><pca>","1","","84302"
"84273","2020-10-20 13:47:12","0","26","<reinforcement-learning><dqn>","0","",""
"84275","2020-10-20 14:07:26","1","22","<python><keras><tensorflow><cnn>","0","",""
"84278","2020-10-20 15:08:41","0","256","<python><normalization>","1","1","84280"
"84281","2020-10-20 16:04:29","1","42","<neural-network><recommender-system><cosine-distance>","1","1","84292"
"84282","2020-10-20 17:07:09","5","107","<data-analysis>","3","1",""
"84287","2020-10-20 18:56:33","1","391","<tensorflow><loss-function>","1","",""
"84293","2020-10-20 21:04:31","0","633","<machine-learning><neural-network><deep-learning><multiclass-classification><perceptron>","1","",""
"84298","2020-10-20 22:15:52","2","403","<graphs><community>","1","","84304"
"84299","2020-10-20 22:16:58","2","37","<nlp><similarity><speech-to-text>","1","","84765"
"84300","2020-10-21 00:17:53","1","21","<data-analysis><aggregation>","0","",""
"84306","2020-10-21 04:49:58","1","77","<machine-learning><machine-learning-model><graphs><graph-neural-network>","1","1",""
"84307","2020-10-21 07:18:16","3","47","<neural-network><classification><feature-engineering><feature-extraction>","2","",""
"84316","2020-10-21 11:56:15","1","92","<machine-learning><deep-learning><nlp><tokenization>","1","",""
"84318","2020-10-21 12:27:36","1","43","<data-cleaning><feature-engineering><feature-extraction><feature-construction>","2","",""
"84324","2020-10-21 14:45:16","-1","23","<nlp><clustering><word2vec><knowledge-base>","1","1",""
"84325","2020-10-21 15:32:11","2","39","<similarity><distance><mnist><representation><vae>","1","",""
